Timestamp,Open,High,Low,Close,Volume
2022-01-03,3750.0,3830.0,3745.0,3666.12890625,2346158
2022-01-04,3831.10009765625,3889.14990234375,3811.699951171875,3730.46826171875,2488606
2022-01-05,3865.0,3870.0,3812.39990234375,3707.613037109375,1733031
2022-01-06,3812.0,3835.0,3772.0,3656.238037109375,1810293
2022-01-07,3820.0,3864.89990234375,3796.39990234375,3700.459716796875,2460591
2022-01-10,3978.0,3978.0,3861.0,3725.76318359375,3937092
2022-01-11,3856.0,3925.0,3856.0,3760.38134765625,1906106
2022-01-12,3925.0,3929.0,3836.550048828125,3706.605224609375,3203744
2022-01-13,3918.0,3923.0,3857.0,3743.096435546875,6684507
2022-01-14,3877.85009765625,3977.0,3860.050048828125,3810.556396484375,3348123
2022-01-17,3992.699951171875,4043.0,3962.300048828125,3859.530517578125,3442604
2022-01-18,4033.949951171875,4041.699951171875,3980.0,3832.114501953125,2389041
2022-01-19,4012.0,4012.0,3910.5,3765.78662109375,3102539
2022-01-20,3910.0,3920.0,3811.0,3681.036865234375,6176776
2022-01-21,3807.0,3851.550048828125,3771.10009765625,3687.72216796875,3112358
2022-01-24,3840.0,3849.64990234375,3740.10009765625,3627.935302734375,3258414
2022-01-25,3769.5,3809.39990234375,3722.199951171875,3626.540771484375,3330501
2022-01-27,3731.0,3733.39990234375,3625.10009765625,3510.479248046875,5718297
2022-01-28,3646.0,3729.800048828125,3646.0,3549.7275390625,3143862
2022-01-31,3749.0,3758.0,3721.39990234375,3594.17041015625,2739393
2022-02-01,3770.0,3808.0,3736.39990234375,3656.121826171875,2105169
2022-02-02,3827.89990234375,3864.0,3800.64990234375,3709.5595703125,1984212
2022-02-03,3851.0,3882.5,3816.050048828125,3679.16064453125,1960538
2022-02-04,3815.300048828125,3824.699951171875,3769.0,3669.829833984375,2307366
2022-02-07,3791.0,3831.800048828125,3756.14990234375,3635.294921875,1919149
2022-02-08,3791.550048828125,3799.699951171875,3721.0,3601.0966796875,2946443
2022-02-09,3750.0,3777.949951171875,3746.10009765625,3617.54638671875,1638721
2022-02-10,3789.800048828125,3789.800048828125,3758.0,3626.97412109375,2112459
2022-02-11,3752.5,3752.5,3690.0,3554.44091796875,3851488
2022-02-14,3724.0,3793.25,3710.0,3591.765625,5951745
2022-02-15,3786.0,3835.0,3748.0,3672.619140625,3931683
2022-02-16,3844.0,3854.10009765625,3806.0,3668.09814453125,3256906
2022-02-17,3825.0,3835.0,3779.0,3640.297119140625,3134372
2022-02-18,3769.0,3815.949951171875,3757.60009765625,3649.62890625,3688883
2022-02-21,3810.0,3827.800048828125,3705.550048828125,3577.961181640625,7465922
2022-02-22,3650.0,3667.89990234375,3570.0,3450.0185546875,5408531
2022-02-23,3611.0,3622.89990234375,3555.64990234375,3428.278564453125,2426203
2022-02-24,3474.0,3483.85009765625,3391.10009765625,3272.29443359375,5039136
2022-02-25,3468.0,3530.0,3462.0,3386.86572265625,2549723
2022-02-28,3490.0,3563.75,3455.89990234375,3419.04345703125,3288942
2022-03-02,3552.5,3571.949951171875,3506.0,3411.29931640625,2761341
2022-03-03,3562.85009765625,3578.60009765625,3530.10009765625,3409.615966796875,1928039
2022-03-04,3501.5,3561.199951171875,3487.050048828125,3390.328857421875,2370257
2022-03-07,3450.0,3548.0,3431.550048828125,3352.378662109375,3054130
2022-03-08,3460.0,3609.0,3460.0,3463.053466796875,3300992
2022-03-09,3605.0,3654.0,3597.050048828125,3494.462158203125,2719654
2022-03-10,3684.0,3684.0,3615.0,3483.254638671875,2005441
2022-03-11,3603.25,3639.85009765625,3592.85009765625,3462.283935546875,1623423
2022-03-14,3580.0,3648.35009765625,3580.0,3504.466552734375,1765688
2022-03-15,3659.0,3659.0,3585.39990234375,3457.233642578125,3651133
2022-03-16,3640.5,3668.0,3616.25,3516.876220703125,3090475
2022-03-17,3696.60009765625,3710.0,3660.300048828125,3533.08544921875,3600452
2022-03-21,3696.0,3713.949951171875,3615.0,3488.786376953125,2413831
2022-03-22,3640.0,3711.0,3625.0,3560.212890625,2907611
2022-03-23,3708.0,3729.800048828125,3690.0,3571.22705078125,1596195
2022-03-24,3700.0,3758.199951171875,3695.0,3607.25341796875,1879046
2022-03-25,3759.89990234375,3779.5,3672.0,3566.465576171875,1690133
2022-03-28,3695.0,3713.0,3661.199951171875,3566.706298828125,1760990
2022-03-29,3694.75,3722.0,3691.0,3564.44580078125,2689063
